catalog,schema,table_name,table_fqn,domain,is_executable,primary_grain,column_count,description
hive,gnoc,kpi_have_kedb_troubles_daily,VTNet Datalake Presto.hive.gnoc.kpi_have_kedb_troubles_daily,Alarm,True,hourly,9,"[AI Gen] Bảng này lưu trữ dữ liệu KPI hằng ngày về số lượng sự cố (troubles) đã được ghi nhận trong hệ thống KEDB (Knowledge Engineering Database) của VNPT. Dữ liệu bao gồm cấu trúc cấp độ bộ phận (từ cấp 2 tới cấp 4), tổng số sự cố, số sự cố đã có trong KEDB và thời gian ghi nhận (theo giờ). Mục tiêu của bảng là hỗ trợ phân tích, báo cáo và theo dõi hiệu quả quản lý sự cố qua các mức độ tổ chức."
hive,gnoc,mr_schedule_bts_his_detail,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,Alarm,True,hourly,31,"[AI Gen] Bảng lưu trữ chi tiết lịch sử lịch trình kiểm tra / bảo trì trạm BTS, bao gồm các thông tin công việc, danh sách checklist, trạng thái phê duyệt và các tham số liên quan đến thiết bị và ảnh chụp. Dữ liệu được thu thập từ hệ thống VTNet Datalake, phản ánh lịch sử thực hiện các công tác bảo trì theo từng công việc (WO)."
hive,gnoc,kpi_ontime_sr_daily,VTNet Datalake Presto.hive.gnoc.kpi_ontime_sr_daily,Alarm,True,hourly,7,"[AI Gen] Bảng lưu trữ dữ liệu KPI thời gian thực hiện yêu cầu dịch vụ (SR) theo từng giờ, dùng cho việc phân tích mức độ đáp ứng thời gian (ontime) của các đơn vị trong hệ thống VTNet."
hive,gnoc,vac_alarm,VTNet Datalake Presto.hive.gnoc.vac_alarm,Alarm,True,event,9,"[AI Gen] Bảng này lưu trữ thông tin cảnh báo (alarm) từ hệ thống VTNet, bao gồm chi tiết về mã cảnh báo, vị trí trạm, khu vực, tỉnh, tên cảnh báo và thời gian bắt đầu, kết thúc. Dữ liệu được tổ chức theo từng giờ (date_hour_alarm) và ngày tổng hợp (aggregation_date) để hỗ trợ phân tích, báo cáo và giám sát hiệu suất mạng viễn thông."
hive,gnoc,icmskpitgxl_all_hour,VTNet Datalake Presto.hive.gnoc.icmskpitgxl_all_hour,Alarm,True,hourly,7,"[AI Gen] Bảng này lưu trữ dữ liệu KPI theo giờ cho hệ thống VTNet, được tổ chức trong môi trường Datalake sử dụng Presto và Hive. Mỗi bản ghi đại diện cho một KPI cụ thể tại một địa điểm, khu vực, quốc gia vào một thời gian cụ thể (date_hour), kèm theo các thông tin đếm và thời lượng liên quan. Dữ liệu này hỗ trợ phân tích hiệu suất, báo cáo thời gian thực và tối ưu hoá hoạt động mạng."
hive,gnoc,kpi_td_tt,VTNet Datalake Presto.hive.gnoc.kpi_td_tt,Alarm,True,hourly,36,"[AI Gen] Bảng này lưu trữ dữ liệu KPI (Key Performance Indicator) liên quan đến thời gian xảy ra và xử lý các sự cố (trouble) trong hệ thống VTNet. Dữ liệu được thu thập trong Data Lake, truy cập qua Presto, và được tổ chức trong Hive schema gnoc.kpi_td_tt. Mỗi bản ghi mô tả một sự cố cụ thể, bao gồm các thông tin về vị trí, thời gian, đơn vị và người tạo, cũng như tiến độ xử lý."
hive,gnoc,history,VTNet Datalake Presto.hive.gnoc.history,Alarm,True,hourly,10,"[AI Gen] Bảng lưu trữ lịch sử thay đổi trạng thái của các đề xuất trong hệ thống VTNet Datalake. Mỗi bản ghi phản ánh một lần chuyển đổi trạng thái, kèm thông tin người thực hiện, thời gian và đơn vị liên quan, hỗ trợ truy vấn audit và phân tích xu hướng thay đổi."
hive,gnoc,mr_schedule_bts_his_file,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_file,Alarm,True,hourly,9,"[AI Gen] Bảng này lưu trữ lịch sử các tệp tin liên quan đến lịch trình BTS (Base Transceiver Station) trong hệ thống VTNet Datalake, được truy vấn bằng Presto trên Hive. Mỗi bản ghi mô tả thông tin chi tiết về một tệp tin, bao gồm các trường liên quan đến work order, checklist, vị trí lưu trữ và thời gian tạo/cập nhật, hỗ trợ việc theo dõi, truy vết và phân tích dữ liệu lịch sử của các lịch trình mạng di động."
hive,gnoc,kpi_overdue_30d_risk_monthly,VTNet Datalake Presto.hive.gnoc.kpi_overdue_30d_risk_monthly,Alarm,True,monthly,9,"[AI Gen] Bảng này lưu trữ các chỉ số KPI liên quan tới rủi ro quá hạn 30 ngày của các đơn vị, được tổng hợp hàng tháng. Dữ liệu gồm số lượng hồ sơ đã đóng và chưa đóng sau khi quá hạn 30 ngày, kèm theo cấu trúc phân cấp bộ phận từ cấp độ 2 đến cấp độ 4, giúp phân tích mức độ rủi ro tại các mức tổ chức khác nhau."
hive,gnoc,kpi_td_tt_cdbr,VTNet Datalake Presto.hive.gnoc.kpi_td_tt_cdbr,Alarm,True,hourly,36,"[AI Gen] Bảng này lưu trữ các chỉ số KPI liên quan đến sự cố (trouble) trong hệ thống VTNet, bao gồm thông tin chi tiết về thời gian bắt đầu và kết thúc sự cố, tiến độ xử lý, cũng như các thông tin phân vị trí và người tạo báo cáo. Dữ liệu được thu thập trong môi trường Datalake và truy vấn bằng Presto, phục vụ cho việc phân tích, giám sát và tối ưu hoạt động mạng."
hive,gnoc,vac_maintain_scheduler_ai_prediction,VTNet Datalake Presto.hive.gnoc.vac_maintain_scheduler_ai_prediction,Alarm,True,snapshot/entity,14,"[AI Gen] Bảng này lưu trữ kết quả dự đoán của mô hình AI về lịch bảo trì cho các trạm/vị trí thiết bị trong mạng VTNet. Mỗi bản ghi tương ứng với một thiết bị (hoặc một lô bảo trì) và cung cấp thông tin dự đoán ngày bảo trì, kiểu dự đoán, xác suất thành công và trạng thái hiện tại, hỗ trợ việc lên kế hoạch bảo trì tối ưu, giảm thiểu thời gian chết và chi phí vận hành."
hive,gnoc,gnockpitgxl_all_hour,VTNet Datalake Presto.hive.gnoc.gnockpitgxl_all_hour,Alarm,True,hourly,7,"[AI Gen] Bảng này lưu trữ dữ liệu KPI theo từng giờ cho hệ thống GNOC, bao gồm các thông tin chi tiết như mã KPI, quốc gia, khu vực, cấp độ vị trí, số lượng, thời lượng và thời gian ghi nhận. Dữ liệu được sử dụng cho việc phân tích và giám sát hiệu suất mạng trong môi trường khai thác dữ liệu lớn."
hive,gnoc,kpi_ontime_cr_daily,VTNet Datalake Presto.hive.gnoc.kpi_ontime_cr_daily,Alarm,True,hourly,9,"[AI Gen] Bảng này lưu trữ dữ liệu KPI thời gian hoàn thành (CR) theo giờ trong ngày, phân cấp theo các cấp độ bộ phận (Level 2, Level 3, Level 4). Các chỉ số ontime_cr và total_cr cho phép đánh giá tỷ lệ hoàn thành đúng hạn so với tổng số CR, hỗ trợ phân tích thời gian thực và lập báo cáo hiệu suất hoạt động của các bộ phận trong hệ thống VTNet."
hive,gnoc,gnockpitgxl_all_hour_bk,VTNet Datalake Presto.hive.gnoc.gnockpitgxl_all_hour_bk,Alarm,True,hourly,7,"[AI Gen] Bảng này lưu trữ dữ liệu KPI (Key Performance Indicator) tổng hợp theo từng giờ, được thu thập từ hệ thống VTNet Datalake thông qua Presto. Dữ liệu được phân vùng theo quốc gia, khu vực và mức độ vị trí, phục vụ cho việc phân tích hiệu suất mạng và khai thác báo cáo thời gian thực."
hive,gnoc,mr_schedule_tel,VTNet Datalake Presto.hive.gnoc.mr_schedule_tel,Alarm,True,hourly,31,"[AI Gen] Bảng này lưu trữ thông tin lịch trình bảo trì (Maintenance Schedule) cho các thiết bị viễn thông tại các khu vực thị trường khác nhau trong hệ thống của VTNet. Dữ liệu được thu thập từ hệ thống quản lý bảo trì, bao gồm thông tin về thiết bị, chu kỳ bảo trì, người thực hiện, trạng thái xác nhận, và các mốc thời gian liên quan đến lịch trình bảo trì định kỳ. Bảng hỗ trợ theo dõi và quản lý hoạt động bảo trì thiết bị mạng (như thiết bị trạm gốc, thiết bị trung tâm, thiết bị phân phối) theo từng khu vực, thị trường và nhóm thiết bị, phục vụ cho công tác phân tích, báo cáo và điều phối vận hành mạng."
hive,gnoc,icms_maintain_wo,VTNet Datalake Presto.hive.gnoc.icms_maintain_wo,Alarm,True,hourly,47,"[AI Gen] Bảng lưu trữ thông tin công việc bảo trì (Work Order) trong hệ thống ICMS, được xây dựng trên nền Presto/Datalake của VTNet. Mỗi bản ghi đại diện cho một công việc bảo trì cụ thể, bao gồm thông tin về mã công việc, trạng thái, thời gian thực hiện, thiết bị, trạm, khu vực, và các checklist liên quan."
hive,gnoc,kpi_ontime_handle_troubles_daily,VTNet Datalake Presto.hive.gnoc.kpi_ontime_handle_troubles_daily,Alarm,True,hourly,10,"[AI Gen] Bảng này lưu trữ dữ liệu KPI hằng ngày về thời gian xử lý sự cố (troubles) theo mức độ ưu tiên và cấp độ bộ phận trong hệ thống VTNet Datalake, được truy vấn bằng Presto trên Hive. Mỗi bản ghi thể hiện các chỉ số như thời gian xử lý đúng hạn, thời gian vượt quá 5 phút và tổng thời gian xử lý cho các sự cố tại các cấp độ khác nhau của bộ phận."
hive,gnoc,scheduled_mr_devices,VTNet Datalake Presto.hive.gnoc.scheduled_mr_devices,Alarm,True,hourly,9,"[AI Gen] Bảng này lưu trữ dữ liệu thiết bị được lên lịch thực hiện MR (Maintenance/Repair) trong môi trường VTNet Datalake, sử dụng Presto trên Hive. Mỗi bản ghi mô tả một thiết bị tại một thời điểm cụ thể (theo giờ) và bao gồm thông tin về năm, khu vực, nhóm, loại nhóm, loại thiết bị, mã thiết bị, tên thiết bị gốc và tên thiết bị đã được ánh xạ. Dữ liệu này thường được dùng cho việc giám sát, báo cáo và tối ưu hoá lịch bảo trì thiết bị mạng."
hive,aaa,ftth_account_pppoe,VTNet Datalake Presto.hive.aaa.ftth_account_pppoe,FBB,True,account-hour,6,"[AI Gen] Bảng lưu trữ dữ liệu tài khoản FTTH sử dụng kết nối PPPoE trong hệ thống VTNet Datalake, truy cập qua Presto/Hive. Bảng này chứa các thông tin chi tiết về người dùng, nhóm dịch vụ, các giới hạn đăng nhập, số lượng kết nối và thời gian ghi nhận, phục vụ cho việc phân tích, giám sát và báo cáo hoạt động mạng cáp quang."
hive,aaa,authentication,VTNet Datalake Presto.hive.aaa.authentication,FBB,True,hourly,27,"[AI Gen] Bảng lưu trữ dữ liệu xác thực người dùng trên hệ thống VTNet Datalake, được tạo trong Presto Hive. Mỗi bản ghi đại diện cho một khung thời gian (định dạng giờ-ngày) và cung cấp thống kê chi tiết về các yêu cầu, phản hồi, lỗi và các chỉ số hiệu suất liên quan đến quá trình xác thực."
hive,aaa,accounting,VTNet Datalake Presto.hive.aaa.accounting,FBB,True,account-hour,29,"[AI Gen] Bảng `VTNet Datalake Presto.hive.aaa.accounting` lưu trữ dữ liệu ghi nhận (accounting) các phiên hoạt động của hệ thống AAA (Authentication, Authorization, Accounting). Mỗi bản ghi mô tả chi tiết thời gian, máy chủ, địa chỉ IP, các thông số tốc độ và thống kê lỗi, retry, trạng thái trong một khoảng thời gian nhất định, phục vụ cho việc phân tích hiệu suất, phát hiện sự cố và lập báo cáo tài chính mạng."
hive,fbb,traffic_stats_min,VTNet Datalake Presto.hive.fbb.traffic_stats_min,FBB,True,snapshot/entity,36,"[AI Gen] Bảng này lưu trữ thống kê lưu lượng mạng FTTx (Fiber to the Home) ở mức phút, bao gồm các chỉ số về băng thông, độ trễ, jitter, gói tin và các thông tin định danh khách hàng, dịch vụ cùng thông tin kỹ thuật máy chủ. Dữ liệu được thu thập qua Presto và lưu trong Hive, phục vụ cho việc phân tích hiệu năng mạng, giám sát chất lượng dịch vụ (QoS) và tối ưu hoá kế hoạch cung cấp dịch vụ."
hive,fbb,esr_kpi_tmp,VTNet Datalake Presto.hive.fbb.esr_kpi_tmp,FBB,True,hourly,654,"[AI Gen] Bảng KPI (Key Performance Indicator) tạm thời trong hệ thống Datalake của VTNet, chứa dữ liệu chi tiết về hiệu suất mạng viễn thông bao gồm các chỉ số về bearer, session, handover, IMS/VoLTE, radio performance, TCP/UDP, và thông tin subscriber. Bảng này được sử dụng để phân tích chất lượng dịch vụ (QoS), trải nghiệm người dùng (QoE), và hiệu năng mạng lưới di động 2G/3G/4G/5G/WiFi."
hive,fbb,edcr_kpi_tmp,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,FBB,True,hourly,542,"[AI Gen] Bảng VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp là bảng dữ liệu KPI (Key Performance Indicator) cho các phiên IMS/VoLTE trong mạng viễn thông, chứa thông tin chi tiết về các cuộc gọi, chất lượng dịch vụ, thông tin thiết bị, khách hàng và vị trí. Bảng này phục vụ cho việc phân tích chất lượng dịch vụ thoại và video qua IMS, theo dõi KPI mạng, phân tích trải nghiệm người dùng, và báo cáo hiệu suất hệ thống. Dữ liệu bao gồm các thông số về thiết lập và kết thúc session, chất lượng âm thanh/video (MOS, delay, jitter, packet loss), thông số radio (RSRP, RSRQ, CQI), thông tin handover, dữ liệu khách hàng, thông tin billing, và định danh cell/location cho cả hai bên trong cuộc gọi."
hive,fbb,stats_min_tmp,VTNet Datalake Presto.hive.fbb.stats_min_tmp,FBB,True,snapshot/entity,93,"[AI Gen] Bảng thống kê dữ liệu mạng viễn thông (Telecom Network Statistics) được thu thập từ hệ thống Datalake VTNet, lưu trữ thông tin chi tiết về lưu lượng mạng, chất lượng dịch vụ, thông tin thuê bao, thiết bị, và các chỉ số hiệu năng mạng. Bảng này phục vụ cho mục đích phân tích, giám sát chất lượng mạng, theo dõi lưu lượng truy cập, và báo cáo các chỉ số KPI trong lĩnh vực viễn thông."
hive,fbb,esr_trigger,VTNet Datalake Presto.hive.fbb.esr_trigger,FBB,True,hourly,224,"[AI Gen] Bảng chứa thông tin chi tiết về các trigger (sự kiện) trong hệ thống ESR (Event Signaling Repository) của VTNet, dùng để phân tích, giám sát và xử lý các sự kiện mạng di động, bao gồm thông tin về vị trí, thiết bị, nguyên nhân, và các thông số kỹ thuật liên quan."
hive,fbb,network_overview_daily,VTNet Datalake Presto.hive.fbb.network_overview_daily,FBB,True,daily,14,"[AI Gen] Bảng này tổng hợp các chỉ số mạng hàng ngày cho dịch vụ cố định băng thông rộng (FBB) trong hệ thống VTNet Datalake, cung cấp thông tin chi tiết về lưu lượng, độ mất gói, độ trễ và jitter cho từng ứng dụng và nhóm ứng dụng, giúp phân tích hiệu năng mạng và tối ưu hoá chất lượng dịch vụ."
hive,fbb,ref_data_tmp,VTNet Datalake Presto.hive.fbb.ref_data_tmp,FBB,True,snapshot/entity,4,"[AI Gen] Bảng này lưu trữ dữ liệu tạm thời (ref_data_tmp) liên quan đến thông tin khách hàng trong hệ thống FBB của VTNet. Dữ liệu được thu thập và đưa vào Data Lake qua Presto, phục vụ cho các quy trình ETL, phân tích và kiểm tra chất lượng dữ liệu trước khi di chuyển sang các bảng tham chiếu chính."
hive,fbb,dim_address,VTNet Datalake Presto.hive.fbb.dim_address,FBB,True,dimension,9,"[AI Gen] Bảng dim_address trong kho dữ liệu VTNet Datalake, được triển khai trên Presto/Hive, lưu trữ thông tin địa chỉ và cấu hình mạng của các điểm truy cập (access node) trong hệ thống FBB (Fixed Broadband). Mỗi bản ghi đại diện cho một thiết bị hoặc một địa chỉ mạng cụ thể, bao gồm các thông tin như IP BRAS, cổng kết nối, vị trí vật lý, vòng (ring) và các thành phần mạng như OLT, ONT. Bảng này thường được dùng để phân tích địa lý, tối ưu hoá tài nguyên mạng và hỗ trợ các báo cáo về trạng thái hạ tầng viễn thông."
hive,fbb,raw_network_overview_hourly,VTNet Datalake Presto.hive.fbb.raw_network_overview_hourly,FBB,True,hourly,26,"[AI Gen] Bảng này lưu trữ dữ liệu tổng quan mạng lưới FBB (Fixed Broadband) theo từng giờ, cung cấp các chỉ số lưu lượng, độ trễ, jitter và chất lượng gói dữ liệu cho các ứng dụng và nhóm ứng dụng. Dữ liệu được thu thập từ các thiết bị mạng và dùng để phân tích hiệu suất, phát hiện sự cố và tối ưu hoá tài nguyên mạng."
hive,fbb,raw_device_overview_hourly,VTNet Datalake Presto.hive.fbb.raw_device_overview_hourly,FBB,True,hourly,29,"[AI Gen] Bảng này lưu trữ các thống kê hàng giờ của thiết bị FTTx (Fiber-to-the-Home) trong môi trường VTNet Datalake, được truy vấn qua Presto trên Hive. Mỗi bản ghi mô tả trạng thái hoạt động, lưu lượng truyền và chất lượng kết nối của một thiết bị tại một thời điểm nhất định. Dữ liệu phục vụ cho việc giám sát hiệu năng mạng, phân tích xu hướng sử dụng băng thông và phát hiện sự cố chất lượng dịch vụ."
hive,fbb,tab1_tmp,VTNet Datalake Presto.hive.fbb.tab1_tmp,FBB,True,hourly,32,"[AI Gen] Bảng này lưu trữ các chỉ số đo lường lưu lượng và chất lượng dịch vụ (QoS) của các thuê bao FTTx/FBB trong hệ thống VTNet, được tổng hợp theo từng giờ (date_hour). Thông tin bao gồm địa chỉ IP của BRAS, loại khách hàng, cổng kết nối, vị trí, thiết bị truy cập, và các chỉ số traffic, packet loss, RTT, latency và throughput, hỗ trợ phân tích hiệu năng mạng và lập kế hoạch nâng cấp."
hive,fbb,dim_subscriber,VTNet Datalake Presto.hive.fbb.dim_subscriber,FBB,True,dimension,4,"[AI Gen] Bảng dim_subscriber trong hệ thống VTNet Datalake Presto.hive.fbb chứa thông tin chi tiết về thuê bao di động. Đây là bảng dimension được dùng trong các phân tích dữ liệu, báo cáo khách hàng và phân khúc thị trường, cung cấp dữ liệu định danh và thuộc tính cơ bản của từng thuê bao."
hive,fbb,esr_trigger_tmp,VTNet Datalake Presto.hive.fbb.esr_trigger_tmp,FBB,True,hourly,224,"[AI Gen] Bảng này chứa dữ liệu kích hoạt sự kiện (ESR Trigger) từ hệ thống Datalake của VTNet, lưu trữ thông tin chi tiết về các phiên mạng viễn thông bao gồm: thông tin thuê bao, thiết bị, vị trí, chất lượng mạng, các sự kiện chuyển giao (handover), nguyên nhân kết thúc cuộc gọi, và các chỉ số kỹ thuật mạng đa dạng. Bảng phục vụ cho mục đích phân tích chất lượng dịch vụ (QoS), giám sát mạng, xử lý sự cố, và tối ưu hóa trải nghiệm người dùng trên các công nghệ mạng 2G/3G/4G/LTE/5G."
hive,fbb,bad_session_ratio_daily,VTNet Datalake Presto.hive.fbb.bad_session_ratio_daily,FBB,True,daily,5,"[AI Gen] Bảng VTNet Datalake Presto.hive.fbb.bad_session_ratio_daily lưu trữ thông tin tỷ lệ phiên lỗi (bad session) theo ngày cho từng nhóm ứng dụng, bao gồm tổng số phiên, số phiên lỗi và tỷ lệ phần trăm."
hive,fbb,dim_application_tmp,VTNet Datalake Presto.hive.fbb.dim_application_tmp,FBB,True,dimension,4,"[AI Gen] Bảng dim_application_tmp là bảng chiều trong Data Lake của VTNet, lưu trữ thông tin mô tả các ứng dụng (application) và nhóm ứng dụng (application_group) được sử dụng trong hệ thống FBB. Dữ liệu được dùng cho việc phân tích, báo cáo và gắn nhãn các sự kiện, giao dịch theo ứng dụng trong môi trường Presto/Hive."
hive,fbb,kpi_customer_overview_daily,VTNet Datalake Presto.hive.fbb.kpi_customer_overview_daily,FBB,True,daily,5,"[AI Gen] Bảng này lưu trữ dữ liệu KPI tổng quan hàng ngày của khách hàng trên mạng FBB (Fixed Broadband) trong hệ thống VTNet Datalake, được truy vấn bằng Presto. Mỗi bản ghi tương ứng với một khách hàng (subscriber) và các chỉ số hiệu suất của các ứng dụng mà họ sử dụng trong một ngày cụ thể."
hive,fbb,score_vip,VTNet Datalake Presto.hive.fbb.score_vip,FBB,True,snapshot/entity,21,"[AI Gen] Bảng này lưu trữ kết quả đánh giá chất lượng dịch vụ (QoE) cho các thuê bao FBB (Fiber‑to‑the‑Home). Mỗi bản ghi chứa thông tin thời gian, thuê bao, ứng dụng, các chỉ số mạng (packet loss, latency, throughput) và các điểm số chuẩn hoá, giúp phân tích, giám sát và tối ưu hoá trải nghiệm người dùng cuối."
hive,fbb,kpi_dashboard_td,VTNet Datalake Presto.hive.fbb.kpi_dashboard_td,FBB,True,snapshot/entity,8,"[AI Gen] Bảng này lưu trữ các chỉ số KPI (Key Performance Indicator) của hệ thống FBB (Fixed Broadband) trong môi trường VTNet Datalake, được truy vấn bằng Presto trên Hive. Dữ liệu phục vụ cho việc phân tích, báo cáo và giám sát hiệu suất các dịch vụ, đơn vị và sản phẩm liên quan."
hive,fbb,dim_application,VTNet Datalake Presto.hive.fbb.dim_application,FBB,True,dimension,4,"[AI Gen] Bảng dim_application lưu trữ thông tin chi tiết về các ứng dụng trong hệ thống VTNet Datalake. Mỗi bản ghi đại diện cho một ứng dụng duy nhất, bao gồm mã định danh, tên ứng dụng, nhóm ứng dụng và thời gian tạo. Bảng này được sử dụng làm bảng chiều (dimension) trong mô hình dữ liệu OLAP để hỗ trợ việc phân tích và báo cáo trên các sự kiện, giao dịch liên quan tới ứng dụng."
hive,fbb,incident_esr,VTNet Datalake Presto.hive.fbb.incident_esr,FBB,True,hourly,124,"[AI Gen] Bảng VTNet Datalake Presto.hive.fbb.incident_esr được dùng trong hệ thống VTNet để lưu trữ dữ liệu sự cố (incident) liên quan đến ESR (Equipment Service Request). Dữ liệu này thường được khai thác qua công cụ Presto để phân tích, truy vấn và hỗ trợ quá trình xử lý sự cố, quản lý mạng và báo cáo KPI. Bảng nằm trong kho dữ liệu Datalake, định dạng Hive, hỗ trợ các truy vấn phân tán lớn."
hive,fbb,kpi_dashboard_td_m,VTNet Datalake Presto.hive.fbb.kpi_dashboard_td_m,FBB,True,snapshot/entity,7,"[AI Gen] Bảng này lưu trữ dữ liệu KPI (Key Performance Indicator) cho dashboard của dịch vụ Fixed Broadband (FBB) trong hệ thống VTNet Datalake, được truy vấn bằng Presto/Hive. Mỗi bản ghi đại diện cho một chỉ số KPI tại một thời điểm, kèm theo thông tin nguồn, đơn vị đo và các khóa định danh liên quan."
hive,fbb,min_tmp,VTNet Datalake Presto.hive.fbb.min_tmp,FBB,True,snapshot/entity,33,"[AI Gen] Bảng VTNet Datalake Presto.hive.fbb.min_tmp lưu trữ dữ liệu thống kê mức phút cho mạng FTTx (Fiber to the x). Mỗi bản ghi chứa các thông số liên quan đến địa chỉ IP của BRAS, loại khách hàng, cổng kết nối, vị trí, thiết bị truy cập, thông tin ONT/OLT, gói dịch vụ, ứng dụng, thời gian, lưu lượng tải xuống và tải lên, các chỉ số chất lượng mạng (packet loss, RTT, latency) và throughput. Dữ liệu này hỗ trợ phân tích hiệu suất, phát hiện sự cố và tối ưu hoá dịch vụ broadband."
mysql_datamon,data_monitoring,usersinarea_blacklist,VTNet Datalake Presto.mysql_datamon.data_monitoring.usersinarea_blacklist,Data Monitoring,True,snapshot/entity,2,"[AI Gen] Bảng này lưu trữ danh sách người dùng bị đưa vào danh sách đen (blacklist) theo khu vực địa lý trong hệ thống giám sát dữ liệu (data monitoring) của VTNet Datalake, được truy vấn thông qua Presto. Thông tin trong bảng được dùng để loại trừ hoặc hạn chế các hành động của người dùng trong khu vực tương ứng nhằm bảo vệ hệ thống và tuân thủ chính sách bảo mật."
mysql_datamon,data_monitoring,export_kqi_template,VTNet Datalake Presto.mysql_datamon.data_monitoring.export_kqi_template,Data Monitoring,True,dimension,4,"[AI Gen] Bảng này lưu trữ các mẫu (template) xuất dữ liệu KQI (Key Quality Indicator) trong hệ thống VTNet Datalake, được truy cập qua Presto. Mỗi bản ghi đại diện cho một mẫu xuất cụ thể, bao gồm thông tin người tạo, giá trị cấu hình và tên hiển thị cho mục đích báo cáo hoặc dashboard."
mysql_datamon,data_monitoring,groups,VTNet Datalake Presto.mysql_datamon.data_monitoring.groups,Data Monitoring,True,snapshot/entity,3,"[AI Gen] Bảng này lưu trữ thông tin về các nhóm (group) được sử dụng trong hệ thống giám sát dữ liệu của VTNet Datalake. Mỗi nhóm đại diện cho một tập hợp các metric hoặc quy tắc monitor, giúp phân loại và quản lý việc theo dõi các luồng dữ liệu, bảng, hoặc job trong môi trường Presto/MySQL."
mysql_datamon,data_monitoring,pcc_rule_filter_group,VTNet Datalake Presto.mysql_datamon.data_monitoring.pcc_rule_filter_group,Data Monitoring,True,config/mapping,3,"[AI Gen] Bảng này lưu trữ thông tin cấu hình nhóm lọc quy tắc (rule filter group) sử dụng trong hệ thống giám sát dữ liệu của VTNet Datalake. Mỗi bản ghi đại diện cho một nhóm quy tắc được áp dụng để lọc, phân loại hoặc xử lý dữ liệu trong quá trình monitoring, hỗ trợ việc quản lý và tối ưu hoá các quy tắc giám sát."
mysql_datamon,data_monitoring,data_package_type_rule,VTNet Datalake Presto.mysql_datamon.data_monitoring.data_package_type_rule,Data Monitoring,True,config/mapping,6,"[AI Gen] Bảng lưu trữ quy tắc phân loại gói dữ liệu trong hệ thống giám sát dữ liệu, được tạo trong VTNet Datalake và truy vấn qua Presto. Nó chứa các quy tắc áp dụng cho các loại gói dựa trên các mức độ ưu tiên và trạng thái sử dụng."
mysql_datamon,data_monitoring,sub_check_off_3g_imei,VTNet Datalake Presto.mysql_datamon.data_monitoring.sub_check_off_3g_imei,Data Monitoring,True,snapshot/entity,2,"[AI Gen] Bảng này lưu trữ dữ liệu giám sát quá trình tắt mạng 3G dựa trên IMEI trong hệ thống VTNet Datalake, được truy vấn bằng Presto và nằm trong schema mysql_datamon.data_monitoring. Nó hỗ trợ việc phân tích, báo cáo trạng thái các thiết bị di động khi mạng 3G bị ngắt, cung cấp thông tin chi tiết cho các bộ phận vận hành và bảo trì mạng."
mysql_datamon,data_monitoring,logs,VTNet Datalake Presto.mysql_datamon.data_monitoring.logs,Data Monitoring,True,event,11,"[AI Gen] Bảng này lưu trữ các bản ghi log giám sát dữ liệu trong hệ thống VTNet Datalake, bao gồm thông tin chi tiết về các thao tác người dùng thực hiện trên các đối tượng dữ liệu, thời gian thực hiện và trạng thái dữ liệu trước và sau khi thay đổi."
mysql_datamon,data_monitoring,log_fw_rules,VTNet Datalake Presto.mysql_datamon.data_monitoring.log_fw_rules,Data Monitoring,True,config/mapping,5,"[AI Gen] Bảng này lưu trữ nhật ký (log) các quy tắc tường lửa (firewall) được ghi nhận trong hệ thống VTNet Datalake thông qua Presto. Dữ liệu được thu thập từ mysql_datamon, thuộc domain data_monitoring, và phục vụ cho việc phân tích, kiểm tra và audit các rule firewall theo thời gian."
mysql_datamon,data_monitoring,pcc_rule_flow_filter,VTNet Datalake Presto.mysql_datamon.data_monitoring.pcc_rule_flow_filter,Data Monitoring,True,config/mapping,5,"port1,port2"
mysql_datamon,data_monitoring,kqi_config,VTNet Datalake Presto.mysql_datamon.data_monitoring.kqi_config,Data Monitoring,True,config/mapping,4,[AI Gen] Bảng này chứa cấu hình các chỉ số chất lượng (KQI) được sử dụng trong hệ thống giám sát dữ liệu VTNet Datalake. Mỗi bản ghi mô tả một quy tắc hoặc tham số cấu hình cho việc tính toán và báo cáo các KPI liên quan đến hiệu suất mạng và dịch vụ.
mysql_datamon,data_monitoring,usersinarea_blacklist_zone,VTNet Datalake Presto.mysql_datamon.data_monitoring.usersinarea_blacklist_zone,Data Monitoring,True,snapshot/entity,2,"[AI Gen] Bảng lưu trữ thông tin người dùng bị đưa vào danh sách đen theo khu vực trong hệ thống giám sát dữ liệu VTNet, dùng để phân tích và hạn chế truy cập tại các vùng địa lý bị cấm."
mysql_datamon,data_monitoring,vas_stats_rules,VTNet Datalake Presto.mysql_datamon.data_monitoring.vas_stats_rules,Data Monitoring,True,config/mapping,7,1 is ip 2 domain
